seed,source,k,operator,subject,n,accuracy,macro_f1,nll,brier,confidence,mean_l1_to_k1,prediction_flip_rate
1,M1,8,late_product,9,311,0.7588424437299035,0.57025972004753911,3.6199805736541748,0.45799732208251953,0.98586702346801758,0.29918012022972107,0.14469453376205788
1,M1,8,late_product,10,306,0.70261437908496727,0.52936589229744091,5.3864049911499023,0.5756295919418335,0.98582535982131958,0.30403628945350647,0.15032679738562091
1,M1,8,late_product,12,340,0.94411764705882351,0.64643437291848727,0.59510070085525513,0.11061225086450577,0.9930267333984375,0.090891756117343903,0.032352941176470591
1,M1,8,late_product,13,348,0.93678160919540232,0.88672574342500343,0.61202734708786011,0.1136884018778801,0.99217134714126587,0.11639292538166046,0.057471264367816091
1,M1,8,late_product,18,403,0.90570719602977667,0.76369931238352284,1.2021421194076538,0.17499595880508423,0.99249720573425293,0.12261665612459183,0.052109181141439205
1,M1,8,late_product,20,384,0.90364583333333337,0.74401752866911419,0.91715162992477417,0.17480564117431641,0.99068707227706909,0.13834048807621002,0.065104166666666671
1,M1,8,late_product,24,410,0.96341463414634143,0.77231092101471077,0.55621433258056641,0.069858461618423462,0.99878746271133423,0.057166572660207748,0.012195121951219513
1,M1,16,late_product,2,324,0.87654320987654322,0.74457653767815379,2.6005222797393799,0.24503053724765778,0.99851101636886597,0.21665403246879578,0.10802469135802469
1,M1,16,late_product,4,336,0.88988095238095233,0.81265265033413847,1.8693108558654785,0.21372301876544952,0.99626106023788452,0.22076642513275146,0.10714285714285714
1,M1,16,late_product,9,311,0.752411575562701,0.5611065765402441,4.8864288330078125,0.48026582598686218,0.9941251277923584,0.32308733463287354,0.15112540192926044
1,M1,16,late_product,10,306,0.69281045751633985,0.54621260672268834,7.2046689987182617,0.60197663307189941,0.99249982833862305,0.33039754629135132,0.16339869281045752
1,M1,16,late_product,12,340,0.93235294117647061,0.64026497900064028,1.0329252481460571,0.13059282302856445,0.99663716554641724,0.11033964902162552,0.044117647058823532
1,M1,16,late_product,13,348,0.93390804597701149,0.83296495992271191,1.1856316328048706,0.12844377756118774,0.99332690238952637,0.13665242493152618,0.066091954022988508
1,M1,16,late_product,18,403,0.8982630272952854,0.75983501575606827,1.6504924297332764,0.19196555018424988,0.99482828378677368,0.14512145519256592,0.064516129032258063
1,M1,16,late_product,20,384,0.89322916666666663,0.73330409118383433,1.6246920824050903,0.20102733373641968,0.99459642171859741,0.16491632163524628,0.075520833333333329
1,M1,16,late_product,24,410,0.96341463414634143,0.77231092101471077,0.72025483846664429,0.07291729748249054,0.99991154670715332,0.059414569288492203,0.012195121951219513
1,M1,32,late_product,2,324,0.87654320987654322,0.74457653767815379,3.1432113647460938,0.24900887906551361,0.99706429243087769,0.22206412255764008,0.10802469135802469
1,M1,32,late_product,4,336,0.88988095238095233,0.81265265033413847,2.4944186210632324,0.22058360278606415,0.99858564138412476,0.22637912631034851,0.10714285714285714
1,M1,32,late_product,9,311,0.75562700964630225,0.57143030439569364,5.7227497100830078,0.47934088110923767,0.99580997228622437,0.33424454927444458,0.15755627009646303
1,M1,32,late_product,10,306,0.68627450980392157,0.54237384712385028,7.8288908004760742,0.62298369407653809,0.99658322334289551,0.34579604864120483,0.16993464052287582
1,M1,32,late_product,12,340,0.92941176470588238,0.63864807684500791,1.4615414142608643,0.14188078045845032,0.99831545352935791,0.12051547318696976,0.047058823529411764
1,M1,32,late_product,13,348,0.92528735632183912,0.80102249362291644,1.5748083591461182,0.14665083587169647,0.99909448623657227,0.15223002433776855,0.074712643678160925
1,M1,32,late_product,18,403,0.8982630272952854,0.76017294035560745,2.1317183971405029,0.2031446248292923,0.99979901313781738,0.15644076466560364,0.069478908188585611
1,M1,32,late_product,20,384,0.89322916666666663,0.74314241480755294,2.224738597869873,0.2090938538312912,0.99690324068069458,0.17523296177387238,0.080729166666666671
1,M1,32,late_product,24,410,0.96341463414634143,0.77231092101471077,0.87078768014907837,0.073169909417629242,0.99999898672103882,0.059589419513940811,0.012195121951219513
